2024-07-12 19:22:54,160 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Current SDK version is 0.17.4
2024-07-12 19:22:54,161 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Configure stats pid to 26572
2024-07-12 19:22:54,161 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Loading settings from C:\Users\panko\.config\wandb\settings
2024-07-12 19:22:54,161 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Loading settings from c:\Users\panko\OneDrive\Pulpit\Studia\IL\poleval_emotion\src\models\wandb\settings
2024-07-12 19:22:54,161 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-07-12 19:22:54,161 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2024-07-12 19:22:54,183 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-07-12 19:22:54,193 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Applying login settings: {'api_key': '***REDACTED***'}
2024-07-12 19:22:54,193 INFO    MainThread:26572 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-07-12 19:22:54,194 INFO    MainThread:26572 [wandb_init.py:_log_setup():529] Logging user logs to c:\Users\panko\OneDrive\Pulpit\Studia\IL\poleval_emotion\src\models\wandb\run-20240712_192254-s8s2eezn\logs\debug.log
2024-07-12 19:22:54,194 INFO    MainThread:26572 [wandb_init.py:_log_setup():530] Logging internal logs to c:\Users\panko\OneDrive\Pulpit\Studia\IL\poleval_emotion\src\models\wandb\run-20240712_192254-s8s2eezn\logs\debug-internal.log
2024-07-12 19:22:54,194 INFO    MainThread:26572 [wandb_init.py:_jupyter_setup():475] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000029BE7C111E0>
2024-07-12 19:22:54,194 INFO    MainThread:26572 [wandb_init.py:init():569] calling init triggers
2024-07-12 19:22:54,194 INFO    MainThread:26572 [wandb_init.py:init():576] wandb.init called with sweep_config: {}
config: {}
2024-07-12 19:22:54,195 INFO    MainThread:26572 [wandb_init.py:init():619] starting backend
2024-07-12 19:22:54,195 INFO    MainThread:26572 [wandb_init.py:init():623] setting up manager
2024-07-12 19:22:54,200 INFO    MainThread:26572 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=spawn, using: spawn
2024-07-12 19:22:54,227 INFO    MainThread:26572 [wandb_init.py:init():631] backend started and connected
2024-07-12 19:22:54,252 INFO    MainThread:26572 [wandb_run.py:_label_probe_notebook():1334] probe notebook
2024-07-12 19:22:54,252 INFO    MainThread:26572 [wandb_run.py:_label_probe_notebook():1344] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2024-07-12 19:22:54,252 INFO    MainThread:26572 [wandb_init.py:init():720] updated telemetry
2024-07-12 19:22:54,262 INFO    MainThread:26572 [wandb_init.py:init():753] communicating run to backend with 90.0 second timeout
2024-07-12 19:22:54,797 INFO    MainThread:26572 [wandb_run.py:_on_init():2402] communicating current version
2024-07-12 19:22:54,991 INFO    MainThread:26572 [wandb_run.py:_on_init():2411] got version response 
2024-07-12 19:22:54,991 INFO    MainThread:26572 [wandb_init.py:init():804] starting run threads in backend
2024-07-12 19:22:56,658 INFO    MainThread:26572 [wandb_run.py:_console_start():2380] atexit reg
